id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"minecraft:slime_ball","minecraft","slime_ball","item.minecraft.slime_ball","net.minecraft.world.item.Item","64","0","c:animal_foods|c:slime_balls|c:slimeballs|malum:mob_drops|malum:soulwoven_pouch_efficient|minecraft:frog_food","2","7","17"
"minecraft:slime_block","minecraft","slime_block","block.minecraft.slime_block","net.minecraft.world.item.BlockItem","64","0","c:storage_blocks|c:storage_blocks/slime|malum:prospectors_treasure","1","1","7"
"minecraft:slime_spawn_egg","minecraft","slime_spawn_egg","item.minecraft.slime_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:small_amethyst_bud","minecraft","small_amethyst_bud","block.minecraft.small_amethyst_bud","net.minecraft.world.item.BlockItem","64","0","c:buds","0","0","7"
"minecraft:small_dripleaf","minecraft","small_dripleaf","block.minecraft.small_dripleaf","net.minecraft.world.item.DoubleHighBlockItem","64","0","","0","0","8"
"minecraft:smithing_table","minecraft","smithing_table","block.minecraft.smithing_table","net.minecraft.world.item.BlockItem","64","0","c:villager_job_sites","1","0","5"
"minecraft:smoker","minecraft","smoker","block.minecraft.smoker","net.minecraft.world.item.BlockItem","64","0","c:villager_job_sites","1","1","8"
"minecraft:smooth_basalt","minecraft","smooth_basalt","block.minecraft.smooth_basalt","net.minecraft.world.item.BlockItem","64","0","","1","0","10"
"minecraft:smooth_quartz","minecraft","smooth_quartz","block.minecraft.smooth_quartz","net.minecraft.world.item.BlockItem","64","0","","1","4","13"
"minecraft:smooth_quartz_slab","minecraft","smooth_quartz_slab","block.minecraft.smooth_quartz_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","0","6"
"minecraft:smooth_quartz_stairs","minecraft","smooth_quartz_stairs","block.minecraft.smooth_quartz_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:smooth_red_sandstone","minecraft","smooth_red_sandstone","block.minecraft.smooth_red_sandstone","net.minecraft.world.item.BlockItem","64","0","c:sandstone/blocks|c:sandstone/red_blocks","1","6","15"
"minecraft:smooth_red_sandstone_slab","minecraft","smooth_red_sandstone_slab","block.minecraft.smooth_red_sandstone_slab","net.minecraft.world.item.BlockItem","64","0","c:sandstone/red_slabs|c:sandstone/slabs|minecraft:slabs","2","0","8"
"minecraft:smooth_red_sandstone_stairs","minecraft","smooth_red_sandstone_stairs","block.minecraft.smooth_red_sandstone_stairs","net.minecraft.world.item.BlockItem","64","0","c:sandstone/red_stairs|c:sandstone/stairs|minecraft:stairs","2","0","8"
"minecraft:smooth_sandstone","minecraft","smooth_sandstone","block.minecraft.smooth_sandstone","net.minecraft.world.item.BlockItem","64","0","c:sandstone/blocks|c:sandstone/uncolored_blocks","1","6","16"
"minecraft:smooth_sandstone_slab","minecraft","smooth_sandstone_slab","block.minecraft.smooth_sandstone_slab","net.minecraft.world.item.BlockItem","64","0","c:sandstone/slabs|c:sandstone/uncolored_slabs|minecraft:slabs","2","0","9"
"minecraft:smooth_sandstone_stairs","minecraft","smooth_sandstone_stairs","block.minecraft.smooth_sandstone_stairs","net.minecraft.world.item.BlockItem","64","0","c:sandstone/stairs|c:sandstone/uncolored_stairs|minecraft:stairs","2","0","9"
"minecraft:smooth_stone","minecraft","smooth_stone","block.minecraft.smooth_stone","net.minecraft.world.item.BlockItem","64","0","","1","17","27"
"minecraft:smooth_stone_slab","minecraft","smooth_stone_slab","block.minecraft.smooth_stone_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","6","13"
"minecraft:sniffer_egg","minecraft","sniffer_egg","block.minecraft.sniffer_egg","net.minecraft.world.item.BlockItem","64","0","occultism:drop_from/wild_horde_drowned","0","0","5"
"minecraft:sniffer_spawn_egg","minecraft","sniffer_spawn_egg","item.minecraft.sniffer_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/special","0","0","1"
"minecraft:snort_pottery_sherd","minecraft","snort_pottery_sherd","item.minecraft.snort_pottery_sherd","net.minecraft.world.item.Item","64","0","minecraft:decorated_pot_ingredients|minecraft:decorated_pot_sherds|occultism:drop_from/wild_horde_drowned","0","0","4"
"minecraft:snout_armor_trim_smithing_template","minecraft","snout_armor_trim_smithing_template","item.minecraft.snout_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/possessed_hoglin","1","1","11"
"minecraft:snow","minecraft","snow","block.minecraft.snow","net.minecraft.world.item.BlockItem","64","0","","1","0","14"
"minecraft:snow_block","minecraft","snow_block","block.minecraft.snow_block","net.minecraft.world.item.BlockItem","64","0","","1","1","26"
"minecraft:snow_golem_spawn_egg","minecraft","snow_golem_spawn_egg","item.minecraft.snow_golem_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/water","0","0","1"
"minecraft:snowball","minecraft","snowball","item.minecraft.snowball","net.minecraft.world.item.SnowballItem","16","0","","0","3","17"
"minecraft:soul_campfire","minecraft","soul_campfire","block.minecraft.soul_campfire","net.minecraft.world.item.BlockItem","64","0","minecraft:piglin_repellents|mythsandlegends:ignored_by_alp","1","1","7"
"minecraft:soul_lantern","minecraft","soul_lantern","block.minecraft.soul_lantern","net.minecraft.world.item.BlockItem","64","0","minecraft:piglin_repellents|mythsandlegends:ignored_by_alp","1","6","17"
"minecraft:soul_sand","minecraft","soul_sand","block.minecraft.soul_sand","net.minecraft.world.item.BlockItem","64","0","minecraft:soul_fire_base_blocks|occultism:drop_from/possessed_blaze","1","5","23"
"minecraft:soul_soil","minecraft","soul_soil","block.minecraft.soul_soil","net.minecraft.world.item.BlockItem","64","0","minecraft:soul_fire_base_blocks|occultism:drop_from/possessed_blaze","0","6","16"
"minecraft:soul_torch","minecraft","soul_torch","block.minecraft.soul_torch","net.minecraft.world.item.StandingAndWallBlockItem","64","0","minecraft:piglin_repellents|mythsandlegends:ignored_by_alp","1","1","7"
"minecraft:spawner","minecraft","spawner","block.minecraft.spawner","net.minecraft.world.item.BlockItem","64","0","","0","0","2"
"minecraft:spectral_arrow","minecraft","spectral_arrow","item.minecraft.spectral_arrow","net.minecraft.world.item.SpectralArrowItem","64","0","minecraft:arrows","1","0","13"
"minecraft:spider_eye","minecraft","spider_eye","item.minecraft.spider_eye","net.minecraft.world.item.Item","64","0","c:animal_foods|c:foods|c:foods/food_poisoning|malum:mob_drops|malum:soulwoven_pouch_efficient|minecraft:armadillo_food|occultism:drop_from/possessed_endermite","0","3","19"
"minecraft:spider_spawn_egg","minecraft","spider_spawn_egg","item.minecraft.spider_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
"minecraft:spire_armor_trim_smithing_template","minecraft","spire_armor_trim_smithing_template","item.minecraft.spire_armor_trim_smithing_template","net.minecraft.world.item.SmithingTemplateItem","64","0","minecraft:trim_templates|occultism:drop_from/possessed_shulker","1","1","8"
"minecraft:splash_potion","minecraft","splash_potion","item.minecraft.splash_potion","net.minecraft.world.item.SplashPotionItem","1","0","c:potions|c:potions/bottle","0","0","5"
"minecraft:sponge","minecraft","sponge","block.minecraft.sponge","net.minecraft.world.item.BlockItem","64","0","","1","2","6"
"minecraft:spore_blossom","minecraft","spore_blossom","block.minecraft.spore_blossom","net.minecraft.world.item.BlockItem","64","0","c:animal_foods|minecraft:bee_food|minecraft:flowers","0","3","10"
"minecraft:spruce_boat","minecraft","spruce_boat","item.minecraft.spruce_boat","net.minecraft.world.item.BoatItem","1","0","minecraft:boats","2","2","5"
"minecraft:spruce_button","minecraft","spruce_button","block.minecraft.spruce_button","net.minecraft.world.item.BlockItem","64","0","minecraft:buttons|minecraft:wooden_buttons","1","1","4"
"minecraft:spruce_chest_boat","minecraft","spruce_chest_boat","item.minecraft.spruce_chest_boat","net.minecraft.world.item.BoatItem","1","0","minecraft:boats|minecraft:chest_boats","1","1","3"
"minecraft:spruce_door","minecraft","spruce_door","block.minecraft.spruce_door","net.minecraft.world.item.DoubleHighBlockItem","64","0","minecraft:doors|minecraft:wooden_doors","1","1","5"
"minecraft:spruce_fence","minecraft","spruce_fence","block.minecraft.spruce_fence","net.minecraft.world.item.BlockItem","64","0","c:fences|c:fences/wooden|minecraft:fences|minecraft:wooden_fences","1","34","22"
"minecraft:spruce_fence_gate","minecraft","spruce_fence_gate","block.minecraft.spruce_fence_gate","net.minecraft.world.item.BlockItem","64","0","c:fence_gates|c:fence_gates/wooden|minecraft:fence_gates","1","1","5"
"minecraft:spruce_hanging_sign","minecraft","spruce_hanging_sign","block.minecraft.spruce_hanging_sign","net.minecraft.world.item.HangingSignItem","16","0","minecraft:hanging_signs","1","1","5"
"minecraft:spruce_leaves","minecraft","spruce_leaves","block.minecraft.spruce_leaves","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:completes_find_tree_tutorial|minecraft:leaves","0","4","6"
"minecraft:spruce_log","minecraft","spruce_log","block.minecraft.spruce_log","net.minecraft.world.item.BlockItem","64","0","minecraft:completes_find_tree_tutorial|minecraft:logs|minecraft:logs_that_burn|minecraft:spruce_logs","0","15","18"
"minecraft:spruce_planks","minecraft","spruce_planks","block.minecraft.spruce_planks","net.minecraft.world.item.BlockItem","64","0","minecraft:planks","7","125","66"
"minecraft:spruce_pressure_plate","minecraft","spruce_pressure_plate","block.minecraft.spruce_pressure_plate","net.minecraft.world.item.BlockItem","64","0","minecraft:wooden_pressure_plates","1","1","4"
"minecraft:spruce_sapling","minecraft","spruce_sapling","block.minecraft.spruce_sapling","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:saplings","0","9","22"
"minecraft:spruce_sign","minecraft","spruce_sign","block.minecraft.spruce_sign","net.minecraft.world.item.SignItem","16","0","minecraft:signs","1","2","5"
"minecraft:spruce_slab","minecraft","spruce_slab","block.minecraft.spruce_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs|minecraft:wooden_slabs","2","10","9"
"minecraft:spruce_stairs","minecraft","spruce_stairs","block.minecraft.spruce_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs|minecraft:wooden_stairs","1","0","5"
"minecraft:spruce_trapdoor","minecraft","spruce_trapdoor","block.minecraft.spruce_trapdoor","net.minecraft.world.item.BlockItem","64","0","minecraft:trapdoors|minecraft:wooden_trapdoors","1","3","7"
"minecraft:spruce_wood","minecraft","spruce_wood","block.minecraft.spruce_wood","net.minecraft.world.item.BlockItem","64","0","minecraft:completes_find_tree_tutorial|minecraft:logs|minecraft:logs_that_burn|minecraft:spruce_logs","1","13","7"
"minecraft:spyglass","minecraft","spyglass","item.minecraft.spyglass","net.minecraft.world.item.SpyglassItem","1","0","farmersdelight:flat_on_cutting_board|fieldguide:spyglasses|immersiveengineering:toolbox/tools","1","1","17"
"minecraft:squid_spawn_egg","minecraft","squid_spawn_egg","item.minecraft.squid_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","occultism:random_spawn_from/common|occultism:random_spawn_from/water","0","0","2"
"minecraft:stick","minecraft","stick","item.minecraft.stick","net.minecraft.world.item.Item","64","0","c:rods|c:rods/wooden","2","232","139"
"minecraft:sticky_piston","minecraft","sticky_piston","block.minecraft.sticky_piston","net.minecraft.world.item.BlockItem","64","0","","1","0","4"
"minecraft:stone","minecraft","stone","block.minecraft.stone","net.minecraft.world.item.BlockItem","64","0","c:ore_bearing_ground/stone|c:stones","2","32","76"
"minecraft:stone_axe","minecraft","stone_axe","item.minecraft.stone_axe","net.minecraft.world.item.AxeItem","1","131","c:enchantables|c:tools|c:tools/melee_weapon|c:tools/melee_weapons|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/axe|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:axes|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","1","1","12"
"minecraft:stone_brick_slab","minecraft","stone_brick_slab","block.minecraft.stone_brick_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","3","1","8"
"minecraft:stone_brick_stairs","minecraft","stone_brick_stairs","block.minecraft.stone_brick_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","3","0","7"
"minecraft:stone_brick_wall","minecraft","stone_brick_wall","block.minecraft.stone_brick_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","3","1","6"
"minecraft:stone_bricks","minecraft","stone_bricks","block.minecraft.stone_bricks","net.minecraft.world.item.BlockItem","64","0","minecraft:stone_bricks","2","20","46"
"minecraft:stone_button","minecraft","stone_button","block.minecraft.stone_button","net.minecraft.world.item.BlockItem","64","0","minecraft:buttons|minecraft:stone_buttons","1","0","4"
"minecraft:stone_hoe","minecraft","stone_hoe","item.minecraft.stone_hoe","net.minecraft.world.item.HoeItem","1","131","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:hoes","1","2","4"
"minecraft:stone_pickaxe","minecraft","stone_pickaxe","item.minecraft.stone_pickaxe","net.minecraft.world.item.PickaxeItem","1","131","betterarcheology:tunneling_items|c:enchantables|c:tools|c:tools/mining_tool|c:tools/mining_tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|minecraft:breaks_decorated_pots|minecraft:cluster_max_harvestables|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:pickaxes","1","0","11"
"minecraft:stone_pressure_plate","minecraft","stone_pressure_plate","block.minecraft.stone_pressure_plate","net.minecraft.world.item.BlockItem","64","0","","1","2","6"
"minecraft:stone_shovel","minecraft","stone_shovel","item.minecraft.stone_shovel","net.minecraft.world.item.ShovelItem","1","131","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:shovels","1","0","4"
"minecraft:stone_slab","minecraft","stone_slab","block.minecraft.stone_slab","net.minecraft.world.item.BlockItem","64","0","minecraft:slabs","2","2","9"
"minecraft:stone_stairs","minecraft","stone_stairs","block.minecraft.stone_stairs","net.minecraft.world.item.BlockItem","64","0","minecraft:stairs","2","0","6"
"minecraft:stone_sword","minecraft","stone_sword","item.minecraft.stone_sword","net.minecraft.world.item.SwordItem","1","131","c:enchantables|c:tools|c:tools/melee_weapon|c:tools/melee_weapons|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon|minecraft:swords|vampirism:enchantable/vampire_slayer","1","2","6"
"minecraft:stonecutter","minecraft","stonecutter","block.minecraft.stonecutter","net.minecraft.world.item.BlockItem","64","0","c:villager_job_sites","1","0","6"
"minecraft:stray_spawn_egg","minecraft","stray_spawn_egg","item.minecraft.stray_spawn_egg","net.minecraft.world.item.SpawnEggItem","64","0","","0","0","0"
